Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,92.500000,93.389999,92.320000,93.389999,91.705971,13283500
2020-01-03,92.029999,92.980003,92.019997,92.339996,90.674911,15011800
2020-01-06,91.419998,92.660004,91.250000,92.559998,90.890945,7815000
2020-01-07,92.720001,92.980003,92.379997,92.519997,90.851662,7681800
2020-01-08,92.620003,93.919998,92.449997,93.510002,91.823822,11627200
2020-01-09,94.370003,94.629997,93.889999,94.570000,92.864700,7777400
2020-01-10,94.980003,95.110001,94.190002,94.349998,92.648666,7665300
2020-01-13,94.779999,95.639999,94.730003,95.529999,93.807381,7762200
2020-01-14,95.650002,95.739998,94.930000,95.080002,93.365486,8067300
2020-01-15,95.139999,95.650002,94.870003,95.190002,93.473518,7208500
2020-01-16,95.800003,96.489998,95.669998,96.470001,94.730438,5771600
2020-01-17,96.919998,97.209999,96.400002,97.120003,95.368721,10830500
2020-01-21,96.820000,97.639999,96.800003,97.080002,95.329453,8987500
2020-01-22,97.690002,98.110001,97.349998,97.430000,95.673134,7745800
2020-01-23,97.529999,97.970001,97.110001,97.889999,96.124840,7478200
2020-01-24,98.610001,98.830002,97.089996,97.430000,95.673134,11808700
2020-01-27,95.160004,95.860001,94.709999,95.110001,93.394951,17787300
2020-01-28,95.940002,97.190002,95.739998,96.930000,95.182137,15592200
2020-01-29,97.730003,97.870003,96.790001,97.180000,95.427643,10563300
2020-01-30,97.139999,98.110001,96.550003,98.019997,96.252487,9966800
2020-01-31,97.449997,97.500000,94.989998,95.330002,93.611000,13482300
2020-02-03,95.440002,96.830002,95.330002,96.589996,94.848267,12537800
2020-02-04,98.269997,99.330002,98.029999,99.120003,97.332649,9548900
2020-02-05,100.750000,100.800003,98.980003,99.699997,97.902191,16348500
2020-02-06,100.110001,100.639999,99.660004,100.610001,98.795792,6752800
2020-02-07,100.139999,100.529999,99.489998,99.690002,97.892380,8299000
2020-02-10,99.110001,101.059998,99.089996,101.040001,99.218040,8173800
2020-02-11,101.809998,101.900002,100.400002,100.699997,98.884163,7552900
2020-02-12,101.389999,101.830002,100.820000,101.790001,99.954506,6076400
2020-02-13,100.989998,102.050003,100.839996,101.519997,99.689369,7401400
2020-02-14,101.720001,102.129997,101.400002,101.959999,100.121445,6196200
2020-02-18,101.139999,101.800003,101.029999,101.580002,99.748291,10316600
2020-02-19,102.239998,102.940002,102.169998,102.790001,100.936470,8307800
2020-02-20,102.570000,102.820000,100.330002,101.720001,99.885773,13162300
2020-02-21,101.199997,101.290001,98.820000,99.440002,97.646889,14949500
2020-02-24,94.669998,96.709999,93.800003,95.330002,93.611000,21182600
2020-02-25,96.190002,96.540001,91.940002,92.279999,90.615982,31467200
2020-02-26,92.629997,94.709999,92.000000,92.699997,91.028404,27879800
2020-02-27,89.660004,91.559998,87.639999,87.699997,86.118576,33912900
2020-02-28,84.209999,89.209999,84.059998,88.370003,86.776497,55927200
2020-03-02,89.959999,93.500000,88.379997,93.480003,91.794357,35004300
2020-03-03,94.010002,94.660004,88.980003,89.930000,88.308365,47494600
2020-03-04,91.870003,93.820000,90.599998,93.790001,92.098770,22363800
2020-03-05,91.290001,93.029999,90.239998,90.830002,89.192146,24509500
2020-03-06,87.790001,89.440002,86.489998,88.910004,87.306763,28815900
2020-03-09,81.580002,86.000000,81.500000,82.160004,80.678482,29559900
2020-03-10,85.680000,87.650002,82.620003,87.639999,86.059654,35582300
2020-03-11,85.290001,85.820000,82.309998,83.500000,81.994316,31652100
2020-03-12,77.440002,81.900002,75.000000,75.349998,73.991272,32745300
2020-03-13,80.089996,84.379997,76.300003,84.190002,82.671875,32924800
2020-03-16,71.720001,79.209999,71.190002,72.559998,71.251579,40622400
2020-03-17,74.269997,78.440002,71.940002,77.500000,76.102501,50407300
2020-03-18,72.349998,75.820000,70.269997,74.580002,73.235161,53706200
2020-03-19,73.889999,77.389999,72.120003,74.849998,73.500298,61727100
2020-03-20,76.260002,77.040001,71.180000,71.419998,70.132133,45222000
2020-03-23,70.690002,72.220001,68.099998,70.400002,69.491524,42479200
2020-03-24,74.660004,77.669998,74.360001,77.610001,76.608475,37664500
2020-03-25,78.199997,81.089996,76.019997,77.510002,76.509766,28740400
