Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,61.830002,61.939999,60.630001,60.700001,58.628174,7357400
2020-01-03,60.080002,60.439999,59.700001,59.720001,57.681625,12423200
2020-01-06,59.549999,59.830002,59.410000,59.459999,57.430496,15764400
2020-01-07,59.360001,59.799999,59.200001,59.389999,57.362885,20266900
2020-01-08,59.400002,59.840000,59.200001,59.599998,57.565716,8079600
2020-01-09,59.790001,59.930000,59.630001,59.820000,57.778206,3786200
2020-01-10,59.959999,60.110001,59.480000,59.580002,57.546406,5637400
2020-01-13,59.630001,60.369999,59.570000,60.349998,58.290115,4409300
2020-01-14,60.290001,60.470001,59.970001,60.099998,58.048649,5505100
2020-01-15,60.090000,60.790001,60.080002,60.509998,58.444653,3898500
2020-01-16,60.720001,60.970001,60.520000,60.869999,58.792370,9399900
2020-01-17,60.939999,61.150002,60.779999,61.139999,59.053154,5447200
2020-01-21,60.720001,60.830002,60.389999,60.480000,58.415672,3807400
2020-01-22,60.610001,60.660000,60.209999,60.240002,58.183872,2737500
2020-01-23,59.759998,60.230000,59.330002,60.169998,58.116253,3462600
2020-01-24,60.259998,60.290001,59.490002,59.740002,57.700935,5246700
2020-01-27,58.680000,58.869999,58.450001,58.450001,56.454967,6934600
2020-01-28,58.740002,59.299999,58.610001,59.110001,57.092442,4491100
2020-01-29,59.310001,59.630001,59.270000,59.299999,57.275955,3569200
2020-01-30,58.520000,59.009998,58.139999,58.930000,56.918587,8699100
2020-01-31,58.389999,58.430000,57.439999,57.630001,55.662956,11020700
2020-02-03,57.849998,59.099998,57.799999,58.840000,56.831657,12160600
2020-02-04,59.560001,60.200001,59.320000,59.880001,57.836155,13595100
2020-02-05,60.400002,61.099998,59.970001,60.990002,58.908279,17150400
2020-02-06,61.290001,61.290001,60.740002,60.959999,58.879295,12375900
2020-02-07,60.580002,60.580002,59.880001,60.090000,58.038990,7833300
2020-02-10,60.000000,60.220001,59.869999,60.060001,58.010014,4525600
2020-02-11,60.380001,60.939999,60.349998,60.389999,58.328754,4058400
2020-02-12,60.799999,60.840000,60.520000,60.720001,58.647491,3243500
2020-02-13,60.639999,60.880001,60.340000,60.500000,58.434998,4117800
2020-02-14,60.520000,60.740002,60.349998,60.509998,58.444653,3627500
2020-02-18,60.419998,60.570000,60.080002,60.360001,58.299774,4708100
2020-02-19,60.500000,60.750000,60.459999,60.520000,58.454311,6827400
2020-02-20,60.299999,61.029999,60.180000,60.619999,58.550900,5180600
2020-02-21,60.369999,60.560001,60.200001,60.340000,58.280457,6520500
2020-02-24,58.810001,59.080002,58.369999,58.639999,56.638481,9294900
2020-02-25,58.650002,58.700001,55.959999,56.110001,54.194836,20062000
2020-02-26,56.410000,57.160000,55.830002,55.919998,54.011322,14303600
